ticker,strategy,regime,trades,win_rate,total_pnl,avg_pnl,pf,max_dd,avg_holding,score
HSY,S1,neutral_mid_vol,4,50.0,5.72,1.43,4.714,1.54,13.2,9.429
HSY,S2,bear_high_vol,13,53.85,17.72,1.363,3.319,4.01,4.3,11.968
HSY,S2,bear_mid_vol,4,75.0,0.86,0.215,1.189,4.54,5.8,2.379
HSY,S2,bull_low_vol,41,51.22,1.05,0.026,1.023,23.23,7.4,6.551
HSY,S2,neutral_mid_vol,4,50.0,1.19,0.297,1.314,2.88,7.5,2.628
HSY,S2,neutral_low_vol,1,100.0,2.96,2.96,inf,0.0,1.0,inf
HSY,S2,neutral_high_vol,6,83.33,18.98,3.163,12.165,1.7,8.8,29.797
HSY,S2,bull_mid_vol,26,46.15,-25.13,-0.967,0.513,28.89,6.5,2.617
HSY,S2,bull_high_vol,12,50.0,12.57,1.048,2.544,4.93,5.0,8.813
HUBS,S1,bull_mid_vol,21,33.33,-11.19,-0.533,0.824,32.76,8.4,3.778
HUBS,S1,bull_low_vol,24,33.33,-7.54,-0.314,0.849,18.68,7.9,4.159
HUBS,S1,bear_high_vol,9,66.67,19.51,2.168,3.207,7.95,9.7,9.621
HUBS,S1,neutral_high_vol,1,0.0,-3.91,-3.91,0.0,3.91,2.0,0.0
HUBS,S1,neutral_mid_vol,2,50.0,3.16,1.58,1.765,4.13,6.5,2.496
HUBS,S1,bear_mid_vol,2,0.0,-6.6,-3.3,0.0,6.51,4.5,0.0
HUBS,S1,bull_high_vol,6,33.33,-4.97,-0.828,0.735,17.72,7.2,1.799
HUBS,S2,bull_mid_vol,15,20.0,-3.71,-0.247,0.852,10.7,5.3,3.301
HUBS,S2,neutral_high_vol,5,60.0,14.66,2.932,2.491,9.59,8.6,5.571
HUBS,S2,bear_high_vol,15,53.33,9.38,0.625,1.172,23.67,5.2,4.539
HUBS,S2,neutral_low_vol,2,100.0,8.37,4.185,inf,0.0,4.5,inf
HUBS,S2,bull_high_vol,11,63.64,26.08,2.371,2.082,15.77,7.1,6.906
HUBS,S2,bull_low_vol,19,63.16,20.0,1.053,1.592,19.11,6.7,6.94
HUBS,S2,neutral_mid_vol,3,0.0,-31.06,-10.353,0.0,28.72,8.3,0.0
HUM,S1,bear_mid_vol,1,0.0,-3.89,-3.89,0.0,3.89,3.0,0.0
HUM,S1,bull_low_vol,48,43.75,3.82,0.08,1.066,19.43,7.7,7.385
HUM,S1,bull_high_vol,13,38.46,1.24,0.095,1.068,10.97,7.2,3.849
HUM,S1,neutral_mid_vol,2,50.0,-0.71,-0.355,0.324,1.05,8.5,0.458
HUM,S1,bear_low_vol,1,0.0,-0.94,-0.94,0.0,0.94,5.0,0.0
HUM,S1,neutral_low_vol,1,100.0,7.8,7.8,inf,0.0,18.0,inf
HUM,S1,bear_high_vol,10,40.0,-4.1,-0.41,0.821,17.99,7.8,2.596
HUM,S1,bull_mid_vol,21,33.33,7.63,0.363,1.223,15.57,8.9,5.605
HUM,S1,neutral_high_vol,1,0.0,-2.48,-2.48,0.0,2.48,5.0,0.0
HUM,S2,bear_high_vol,11,63.64,37.43,3.403,4.695,3.88,5.5,15.571
HUM,S2,bear_mid_vol,6,66.67,10.08,1.68,3.732,2.38,4.5,9.141
HUM,S2,bull_low_vol,47,55.32,37.57,0.799,1.632,18.56,6.3,11.188
HUM,S2,neutral_low_vol,2,100.0,6.31,3.155,inf,0.0,6.5,inf
HUM,S2,bull_mid_vol,34,58.82,-8.68,-0.255,0.881,30.31,5.6,5.137
HUM,S2,neutral_mid_vol,5,100.0,22.96,4.592,inf,0.0,5.8,inf
HUM,S2,bull_high_vol,15,66.67,27.17,1.811,2.84,6.09,6.0,10.997
HUM,S2,neutral_high_vol,5,80.0,44.07,8.814,4.812,11.56,3.2,10.761
HUN,S1,bear_high_vol,5,60.0,18.97,3.794,4.786,4.96,9.8,10.703
HUN,S1,bear_mid_vol,3,33.33,25.76,8.587,6.75,4.47,13.0,11.691
HUN,S1,bull_low_vol,48,33.33,7.63,0.159,1.086,34.99,7.1,7.521
HUN,S1,neutral_mid_vol,3,66.67,18.67,6.223,14.933,1.34,12.0,25.864
HUN,S1,neutral_low_vol,2,100.0,40.05,20.025,inf,0.0,24.5,inf
HUN,S1,neutral_high_vol,3,0.0,-10.31,-3.437,0.0,10.01,7.3,0.0
HUN,S1,bull_mid_vol,15,33.33,-36.48,-2.432,0.222,34.0,6.5,0.859
HUN,S1,bull_high_vol,9,33.33,-27.68,-3.076,0.147,25.22,7.6,0.44
HUN,S2,bear_high_vol,23,47.83,49.18,2.138,2.049,23.72,5.3,9.827
HUN,S2,neutral_low_vol,2,100.0,14.56,7.28,inf,0.0,6.5,inf
HUN,S2,bull_low_vol,53,37.74,-47.35,-0.893,0.617,44.26,5.6,4.489
HUN,S2,bull_mid_vol,34,47.06,-6.13,-0.18,0.915,26.3,7.2,5.337
HUN,S2,neutral_mid_vol,8,50.0,22.83,2.854,2.117,13.07,6.0,5.989
HUN,S2,bear_mid_vol,3,66.67,9.82,3.273,30.758,0.33,4.3,53.274
HUN,S2,neutral_high_vol,8,37.5,-22.31,-2.789,0.52,32.18,7.6,1.471
HUN,S2,bull_high_vol,13,53.85,19.21,1.478,1.744,13.43,4.8,6.287
HXL,S1,bear_high_vol,8,37.5,17.05,2.131,2.059,8.39,11.8,5.824
HXL,S1,bear_mid_vol,4,25.0,-8.47,-2.117,0.461,9.74,4.8,0.921
HXL,S1,bull_low_vol,50,32.0,-48.58,-0.972,0.569,48.61,7.4,4.022
HXL,S1,neutral_mid_vol,2,50.0,3.51,1.755,3.029,1.73,14.0,4.284
HXL,S1,neutral_low_vol,2,0.0,-4.86,-2.43,0.0,4.81,2.0,0.0
HXL,S1,bull_mid_vol,21,38.1,-15.43,-0.735,0.572,16.88,7.3,2.621
HXL,S1,bull_high_vol,9,66.67,50.84,5.649,11.418,3.13,13.8,34.254
HXL,S1,neutral_high_vol,4,25.0,-5.08,-1.27,0.421,8.55,4.2,0.843
HXL,S2,bear_high_vol,18,61.11,28.77,1.598,1.964,16.46,6.2,8.335
HXL,S2,neutral_low_vol,1,100.0,5.45,5.45,inf,0.0,15.0,inf
HXL,S2,bull_low_vol,47,55.32,57.55,1.224,2.47,9.78,5.2,16.936
HXL,S2,bear_mid_vol,2,100.0,9.14,4.57,inf,0.0,4.0,inf
HXL,S2,neutral_high_vol,5,60.0,-37.35,-7.47,0.326,49.53,10.0,0.73
HXL,S2,bull_mid_vol,28,64.29,40.23,1.437,2.493,12.33,5.0,13.193
HXL,S2,neutral_mid_vol,3,100.0,14.7,4.9,inf,0.0,7.3,inf
HXL,S2,bull_high_vol,12,66.67,42.79,3.566,3.943,11.13,6.3,13.659
IAC,S1,bear_high_vol,8,50.0,3.14,0.393,1.155,9.17,8.4,3.266
IAC,S1,bull_low_vol,44,59.09,71.82,1.632,2.667,10.96,10.4,17.692
IAC,S1,neutral_mid_vol,2,50.0,-3.39,-1.695,0.012,3.43,8.0,0.016
IAC,S1,bear_low_vol,1,100.0,2.36,2.36,inf,0.0,19.0,inf
IAC,S1,bull_mid_vol,19,52.63,74.23,3.907,4.848,5.18,9.6,21.132
IAC,S1,bull_high_vol,9,33.33,-11.96,-1.329,0.511,17.58,8.1,1.533
IAC,S1,neutral_high_vol,3,66.67,20.81,6.937,4.451,6.03,8.3,7.709
IAC,S1,bear_mid_vol,1,100.0,7.1,7.1,inf,0.0,16.0,inf
IAC,S2,bear_high_vol,23,69.57,51.24,2.228,1.73,27.11,6.9,8.297
IAC,S2,bear_mid_vol,3,66.67,3.86,1.287,2.615,2.39,3.3,4.529
IAC,S2,bull_low_vol,49,59.18,46.65,0.952,1.931,7.99,5.9,13.515
IAC,S2,bull_mid_vol,29,44.83,-1.09,-0.038,0.979,24.23,6.6,5.272
IAC,S2,bear_low_vol,1,100.0,3.4,3.4,inf,0.0,3.0,inf
IAC,S2,neutral_low_vol,1,100.0,9.25,9.25,inf,0.0,6.0,inf
IAC,S2,bull_high_vol,13,69.23,4.24,0.326,1.141,26.47,5.5,4.115
IAC,S2,neutral_high_vol,7,42.86,8.76,1.251,1.481,15.15,5.3,3.917
IAC,S2,neutral_mid_vol,4,75.0,2.13,0.532,1.453,4.7,7.2,2.906
IBKR,S1,bear_high_vol,8,50.0,21.8,2.725,2.874,8.08,9.1,8.13
IBKR,S1,bull_low_vol,40,50.0,83.25,2.081,2.745,14.51,11.0,17.363
IBKR,S1,bear_mid_vol,2,0.0,-9.82,-4.91,0.0,9.63,4.5,0.0
IBKR,S1,neutral_low_vol,3,33.33,-2.14,-0.713,0.369,3.37,4.0,0.639
IBKR,S1,bull_mid_vol,19,36.84,15.85,0.834,1.497,15.98,9.3,6.523
IBKR,S1,bull_high_vol,12,50.0,-8.04,-0.67,0.546,14.11,8.5,1.891
IBKR,S1,neutral_mid_vol,3,33.33,-8.04,-2.68,0.038,8.19,4.0,0.066
IBKR,S1,neutral_high_vol,1,0.0,-6.01,-6.01,0.0,6.01,5.0,0.0
IBKR,S2,bear_high_vol,13,53.85,-3.65,-0.281,0.815,11.51,6.2,2.94
IBKR,S2,bear_mid_vol,5,60.0,11.06,2.212,5.337,1.41,3.4,11.934
IBKR,S2,bull_low_vol,35,62.86,12.48,0.357,1.255,16.07,7.4,7.423
IBKR,S2,neutral_mid_vol,7,28.57,-0.83,-0.119,0.954,14.49,6.1,2.525
IBKR,S2,neutral_high_vol,12,66.67,15.74,1.312,1.879,9.12,5.3,6.508
IBKR,S2,bull_mid_vol,25,64.0,24.64,0.986,2.012,7.96,5.7,10.062
IBKR,S2,bull_high_vol,8,50.0,6.9,0.863,1.688,4.98,4.9,4.774
IBM,S1,bear_high_vol,10,50.0,32.38,3.238,3.973,8.84,13.5,12.565
IBM,S1,bear_mid_vol,2,50.0,-0.32,-0.16,0.819,1.77,5.0,1.159
IBM,S1,bull_low_vol,42,45.24,15.48,0.369,1.506,11.17,8.4,9.761
IBM,S1,bull_high_vol,10,60.0,10.73,1.073,2.765,4.79,11.4,8.743
IBM,S1,neutral_mid_vol,3,33.33,0.79,0.263,1.171,4.56,8.3,2.029
IBM,S1,neutral_low_vol,2,100.0,8.43,4.215,inf,0.0,19.5,inf
IBM,S1,bull_mid_vol,20,40.0,2.65,0.133,1.104,12.19,7.8,4.938
IBM,S1,neutral_high_vol,2,0.0,-5.85,-2.925,0.0,5.81,6.0,0.0
IBM,S2,bear_high_vol,16,56.25,22.08,1.38,2.214,7.72,6.5,8.855
IBM,S2,neutral_low_vol,2,50.0,0.8,0.4,1.173,4.63,6.0,1.659
IBM,S2,bull_low_vol,48,50.0,-6.31,-0.131,0.898,21.43,6.9,6.223
IBM,S2,bear_mid_vol,2,100.0,5.43,2.715,inf,0.0,7.0,inf
IBM,S2,neutral_high_vol,7,28.57,-14.72,-2.103,0.505,27.04,8.0,1.337
IBM,S2,bull_mid_vol,27,48.15,16.02,0.593,1.95,5.77,5.4,10.133
IBM,S2,neutral_mid_vol,6,50.0,-1.87,-0.312,0.803,7.45,4.5,1.966
IBM,S2,bull_high_vol,17,64.71,18.07,1.063,2.314,4.54,5.5,9.542
ICE,S1,bear_high_vol,8,62.5,8.21,1.026,2.326,6.08,9.8,6.58
ICE,S1,bear_mid_vol,2,50.0,1.3,0.65,1.726,1.79,7.5,2.441
ICE,S1,bull_low_vol,48,29.17,-4.75,-0.099,0.936,24.72,8.3,6.482
ICE,S1,bear_low_vol,1,0.0,-1.97,-1.97,0.0,1.97,9.0,0.0
ICE,S1,neutral_low_vol,2,50.0,0.47,0.235,2.044,0.45,10.0,2.891
ICE,S1,bull_mid_vol,19,36.84,-0.27,-0.014,0.988,13.81,9.5,4.307
ICE,S1,bull_high_vol,9,66.67,16.62,1.847,3.039,6.23,13.1,9.118
ICE,S1,neutral_high_vol,2,50.0,-3.12,-1.56,0.559,7.08,8.5,0.791
ICE,S1,neutral_mid_vol,2,50.0,2.0,1.0,2.481,1.35,8.0,3.509
ICE,S2,neutral_low_vol,1,100.0,1.37,1.37,inf,0.0,10.0,inf
ICE,S2,bull_low_vol,39,48.72,-5.96,-0.153,0.88,20.57,6.7,5.494
ICE,S2,bear_mid_vol,6,33.33,-2.78,-0.463,0.716,5.77,3.2,1.753
ICE,S2,neutral_mid_vol,9,44.44,6.53,0.726,2.375,2.27,7.1,7.124
ICE,S2,bear_high_vol,11,72.73,2.85,0.259,1.095,22.71,9.6,3.633
ICE,S2,bull_mid_vol,24,66.67,32.95,1.373,5.257,3.5,5.6,25.754
ICE,S2,bull_high_vol,7,85.71,16.95,2.421,6.045,3.36,5.9,15.993
ICE,S2,neutral_high_vol,7,85.71,25.45,3.636,8.643,3.33,5.6,22.866
IDA,S1,bear_mid_vol,3,33.33,1.07,0.357,1.793,1.35,7.7,3.105
IDA,S1,neutral_low_vol,1,0.0,-2.04,-2.04,0.0,2.04,4.0,0.0
IDA,S1,bull_low_vol,47,40.43,1.32,0.028,1.038,16.84,7.6,7.114
IDA,S1,bull_high_vol,15,33.33,-0.63,-0.042,0.957,6.68,6.9,3.706
IDA,S1,neutral_mid_vol,2,0.0,-3.35,-1.675,0.0,3.32,3.0,0.0
IDA,S1,bear_high_vol,8,37.5,4.85,0.606,1.781,3.14,12.6,5.037
IDA,S1,bull_mid_vol,19,57.89,14.28,0.752,2.879,3.47,9.1,12.549
IDA,S1,neutral_high_vol,4,25.0,-4.6,-1.15,0.168,5.48,7.5,0.336
IDA,S2,bear_high_vol,14,57.14,17.06,1.219,2.081,8.36,4.6,7.787
IDA,S2,bear_mid_vol,3,66.67,2.95,0.983,2.194,2.47,3.3,3.801
IDA,S2,bull_low_vol,43,60.47,15.01,0.349,1.45,15.03,5.9,9.506
IDA,S2,neutral_mid_vol,3,100.0,8.39,2.797,inf,0.0,8.7,inf
IDA,S2,neutral_low_vol,1,100.0,3.79,3.79,inf,0.0,5.0,inf
IDA,S2,neutral_high_vol,11,63.64,14.72,1.338,1.696,17.42,3.2,5.624
IDA,S2,bull_high_vol,5,60.0,0.71,0.142,1.224,3.15,8.8,2.737
IDA,S2,bull_mid_vol,26,65.38,27.7,1.065,2.905,5.61,6.0,14.813
IDXX,S1,bear_high_vol,11,45.45,6.95,0.632,1.308,17.14,8.4,4.338
IDXX,S1,bear_mid_vol,4,25.0,-5.03,-1.257,0.284,6.9,6.2,0.569
IDXX,S1,bull_low_vol,43,48.84,-6.91,-0.161,0.898,22.47,9.0,5.888
IDXX,S1,neutral_low_vol,2,50.0,-0.33,-0.165,0.822,1.85,6.0,1.162
IDXX,S1,neutral_mid_vol,3,100.0,14.66,4.887,inf,0.0,13.3,inf
IDXX,S1,bull_mid_vol,25,48.0,25.15,1.006,1.641,12.71,10.0,8.203
IDXX,S1,bull_high_vol,13,30.77,-8.43,-0.648,0.65,18.45,8.4,2.342
IDXX,S1,neutral_high_vol,2,0.0,-2.78,-1.39,0.0,2.76,7.0,0.0
IDXX,S2,bear_high_vol,19,63.16,1.15,0.061,1.025,31.88,4.8,4.469
IDXX,S2,bull_low_vol,53,50.94,31.1,0.587,1.748,15.06,5.8,12.725
IDXX,S2,neutral_mid_vol,3,66.67,3.46,1.153,1.668,5.18,9.3,2.889
IDXX,S2,bear_low_vol,3,33.33,-1.25,-0.417,0.687,3.96,2.7,1.189
IDXX,S2,bear_mid_vol,1,0.0,-0.2,-0.2,0.0,0.2,1.0,0.0
IDXX,S2,neutral_high_vol,7,71.43,28.47,4.067,6.057,3.39,6.1,16.025
IDXX,S2,bull_mid_vol,19,63.16,19.86,1.045,2.085,6.9,6.3,9.089
IDXX,S2,bull_high_vol,7,42.86,-16.22,-2.317,0.5,23.1,8.9,1.324
IEX,S1,bear_high_vol,14,42.86,8.57,0.612,1.738,5.1,8.5,6.501
IEX,S1,bear_mid_vol,1,0.0,-4.06,-4.06,0.0,4.06,2.0,0.0
IEX,S1,bull_low_vol,46,45.65,15.09,0.328,1.371,19.05,9.4,9.301
IEX,S1,neutral_mid_vol,5,20.0,-0.85,-0.17,0.927,8.35,10.4,2.072
IEX,S1,neutral_low_vol,4,50.0,1.41,0.352,1.526,2.66,5.8,3.052
IEX,S1,bull_mid_vol,16,56.25,4.65,0.291,1.272,8.66,9.3,5.088
IEX,S1,bull_high_vol,13,46.15,10.47,0.805,1.918,6.8,10.9,6.917
IEX,S1,neutral_high_vol,3,33.33,-5.84,-1.947,0.13,5.81,7.7,0.225
IEX,S2,bear_high_vol,12,83.33,44.88,3.74,12.054,3.81,5.9,41.757
IEX,S2,bear_mid_vol,4,50.0,8.07,2.018,14.678,0.59,3.0,29.356
IEX,S2,neutral_low_vol,1,100.0,5.4,5.4,inf,0.0,2.0,inf
IEX,S2,bull_low_vol,32,50.0,-11.98,-0.374,0.79,32.94,6.4,4.469
IEX,S2,neutral_mid_vol,3,66.67,4.17,1.39,2.853,2.25,7.7,4.942
IEX,S2,neutral_high_vol,6,66.67,20.89,3.482,14.654,1.53,7.5,35.894
IEX,S2,bear_low_vol,2,50.0,3.84,1.92,4.692,1.04,1.5,6.636
IEX,S2,bull_mid_vol,35,54.29,21.21,0.606,1.724,12.87,6.5,10.197
IEX,S2,bull_high_vol,12,58.33,-3.58,-0.298,0.869,19.43,6.9,3.011
IFF,S1,bear_high_vol,9,33.33,-8.95,-0.994,0.68,20.18,9.6,2.04
IFF,S1,bear_mid_vol,2,50.0,0.32,0.16,1.157,2.04,8.5,1.636
IFF,S1,bull_low_vol,52,32.69,-15.64,-0.301,0.767,28.82,8.3,5.534
IFF,S1,bull_high_vol,9,33.33,-6.56,-0.729,0.445,8.9,7.4,1.336
IFF,S1,neutral_mid_vol,4,25.0,-3.26,-0.815,0.54,3.89,7.5,1.079
IFF,S1,neutral_low_vol,2,50.0,-0.8,-0.4,0.111,0.9,2.5,0.157
IFF,S1,bull_mid_vol,20,30.0,-1.52,-0.076,0.943,14.96,8.4,4.218
IFF,S1,neutral_high_vol,3,66.67,6.24,2.08,3.419,2.58,12.7,5.921
IFF,S2,bear_high_vol,14,71.43,23.8,1.7,2.503,7.6,8.3,9.367
IFF,S2,bull_low_vol,37,48.65,5.3,0.143,1.127,19.77,5.9,6.857
IFF,S2,neutral_mid_vol,8,37.5,-4.81,-0.601,0.716,14.06,6.8,2.025
IFF,S2,bull_high_vol,10,50.0,1.27,0.127,1.094,10.63,8.1,3.461
IFF,S2,bear_mid_vol,2,50.0,-0.58,-0.29,0.783,2.67,3.5,1.107
IFF,S2,bull_mid_vol,17,64.71,4.74,0.279,1.261,13.93,6.8,5.201
IFF,S2,neutral_low_vol,1,100.0,3.29,3.29,inf,0.0,5.0,inf
IFF,S2,neutral_high_vol,9,33.33,-7.44,-0.827,0.731,16.24,5.2,2.194
ILMN,S1,bear_high_vol,5,60.0,4.04,0.808,1.415,5.4,9.0,3.165
ILMN,S1,bull_low_vol,45,44.44,73.45,1.632,1.867,29.47,9.4,12.525
ILMN,S1,bull_mid_vol,23,34.78,-31.33,-1.362,0.568,36.68,6.0,2.723
ILMN,S1,neutral_high_vol,3,33.33,-6.54,-2.18,0.116,7.29,7.7,0.201
ILMN,S1,neutral_mid_vol,5,40.0,49.68,9.936,3.263,20.16,14.6,7.297
ILMN,S1,neutral_low_vol,1,100.0,1.02,1.02,inf,0.0,15.0,inf
ILMN,S1,bull_high_vol,11,27.27,-9.56,-0.869,0.702,20.75,10.7,2.328
ILMN,S1,bear_mid_vol,1,100.0,2.89,2.89,inf,0.0,12.0,inf
ILMN,S2,bear_high_vol,23,43.48,-58.94,-2.563,0.516,57.38,7.7,2.473
ILMN,S2,neutral_low_vol,2,50.0,5.85,2.925,6.735,1.02,3.5,9.525
ILMN,S2,bull_low_vol,45,44.44,-33.85,-0.752,0.735,47.31,7.4,4.931
ILMN,S2,neutral_mid_vol,3,66.67,9.48,3.16,3.83,3.35,4.7,6.633
ILMN,S2,bear_low_vol,1,100.0,3.29,3.29,inf,0.0,4.0,inf
ILMN,S2,neutral_high_vol,12,66.67,6.7,0.558,1.243,14.09,4.8,4.307
ILMN,S2,bull_mid_vol,28,46.43,-23.03,-0.823,0.684,36.47,5.9,3.619
ILMN,S2,bull_high_vol,11,63.64,28.74,2.613,3.301,5.6,6.8,10.948
ILMN,S2,bear_mid_vol,1,100.0,5.93,5.93,inf,0.0,5.0,inf
INCY,S1,bear_mid_vol,3,0.0,-22.22,-7.407,0.0,21.25,3.7,0.0
INCY,S1,bull_low_vol,40,52.5,137.78,3.445,3.354,11.01,9.0,21.213
INCY,S1,neutral_mid_vol,7,57.14,-2.11,-0.301,0.881,10.37,6.9,2.331
INCY,S1,neutral_low_vol,1,100.0,14.82,14.82,inf,0.0,24.0,inf
INCY,S1,bear_high_vol,8,62.5,9.76,1.22,1.737,10.47,8.6,4.913
INCY,S1,bull_mid_vol,16,25.0,-13.67,-0.854,0.583,15.09,7.4,2.334
INCY,S1,bull_high_vol,8,12.5,14.53,1.816,1.699,19.07,7.5,4.806
INCY,S1,neutral_high_vol,3,100.0,12.05,4.017,inf,0.0,10.3,inf
INCY,S2,bear_high_vol,18,55.56,67.31,3.739,3.626,7.25,5.9,15.385
INCY,S2,bear_mid_vol,5,40.0,18.49,3.698,3.789,6.52,5.0,8.472
INCY,S2,bull_low_vol,62,50.0,40.03,0.646,1.297,33.0,6.6,10.211
INCY,S2,bear_low_vol,1,100.0,13.52,13.52,inf,0.0,7.0,inf
INCY,S2,bull_mid_vol,26,42.31,14.72,0.566,1.386,20.46,6.9,7.069
INCY,S2,neutral_high_vol,5,60.0,22.01,4.402,4.687,3.77,7.0,10.48
INCY,S2,bull_high_vol,22,50.0,-5.23,-0.238,0.903,31.03,4.8,4.236
INCY,S2,neutral_mid_vol,5,40.0,-4.27,-0.854,0.398,5.66,5.6,0.889
INGR,S1,bear_high_vol,14,50.0,-0.52,-0.037,0.98,14.1,6.9,3.665
INGR,S1,bear_mid_vol,3,0.0,-14.2,-4.733,0.0,13.72,4.0,0.0
INGR,S1,bull_low_vol,42,38.1,2.38,0.057,1.051,13.3,7.9,6.814
INGR,S1,bull_high_vol,12,41.67,-16.14,-1.345,0.523,18.58,9.9,1.813
INGR,S1,neutral_mid_vol,4,75.0,6.65,1.663,4.634,1.83,11.0,9.268
INGR,S1,bear_low_vol,1,0.0,-2.57,-2.57,0.0,2.57,2.0,0.0
INGR,S1,bull_mid_vol,15,33.33,-8.98,-0.599,0.487,12.53,6.4,1.888
INGR,S1,neutral_high_vol,5,0.0,-15.96,-3.192,0.0,15.05,4.8,0.0
INGR,S2,bear_high_vol,13,69.23,27.09,2.084,3.664,5.41,7.2,13.21
INGR,S2,bear_mid_vol,4,50.0,11.14,2.785,19.567,0.6,3.2,39.133
INGR,S2,bull_low_vol,40,55.0,1.74,0.043,1.041,12.36,5.6,6.586
INGR,S2,neutral_mid_vol,7,71.43,7.59,1.084,2.912,2.81,2.7,7.704
INGR,S2,neutral_high_vol,9,55.56,6.35,0.706,1.412,11.05,6.9,4.235
INGR,S2,bull_mid_vol,28,57.14,24.92,0.89,2.003,9.44,6.2,10.598
INGR,S2,bull_high_vol,14,42.86,-9.33,-0.666,0.583,12.03,5.6,2.18
INSM,S1,bear_high_vol,4,75.0,32.06,8.015,12.369,2.82,13.0,24.738
INSM,S1,bear_mid_vol,4,0.0,-67.61,-16.902,0.0,56.31,6.2,0.0
INSM,S1,bull_low_vol,34,35.29,118.79,3.494,2.178,41.45,9.6,12.7
INSM,S1,neutral_mid_vol,5,60.0,45.0,9.0,6.307,8.3,10.6,14.102
INSM,S1,neutral_low_vol,1,0.0,-7.88,-7.88,0.0,7.88,10.0,0.0
INSM,S1,bull_high_vol,8,12.5,-8.36,-1.045,0.605,17.88,9.1,1.71
INSM,S1,bull_mid_vol,17,29.41,-30.21,-1.777,0.449,39.66,7.2,1.849
INSM,S1,neutral_high_vol,1,0.0,-9.64,-9.64,0.0,9.64,3.0,0.0
INSM,S2,neutral_low_vol,3,100.0,33.39,11.13,inf,0.0,5.3,inf
INSM,S2,bull_low_vol,56,51.79,93.66,1.673,1.578,49.55,6.0,11.808
INSM,S2,bull_mid_vol,34,55.88,58.07,1.708,1.59,35.86,5.9,9.274
INSM,S2,neutral_mid_vol,5,40.0,-15.63,-3.126,0.274,17.8,8.2,0.612
INSM,S2,bear_mid_vol,1,100.0,3.03,3.03,inf,0.0,4.0,inf
INSM,S2,neutral_high_vol,6,50.0,5.95,0.992,1.216,18.35,6.8,2.977
INSM,S2,bear_high_vol,15,66.67,58.47,3.898,2.246,24.47,7.7,8.7
INSM,S2,bull_high_vol,14,28.57,-29.73,-2.124,0.502,35.23,4.9,1.877
INTC,S1,bear_high_vol,7,57.14,3.27,0.467,1.264,9.47,10.3,3.344
INTC,S1,bull_low_vol,46,34.78,8.72,0.19,1.124,29.78,8.9,7.625
INTC,S1,neutral_low_vol,2,50.0,-0.49,-0.245,0.585,1.18,5.5,0.827
INTC,S1,neutral_mid_vol,4,0.0,-6.02,-1.505,0.0,5.9,3.0,0.0
INTC,S1,bull_mid_vol,15,33.33,-32.36,-2.157,0.324,29.16,7.2,1.255
INTC,S1,bull_high_vol,10,20.0,35.03,3.503,3.782,10.36,6.8,11.961
INTC,S1,neutral_high_vol,2,50.0,-4.81,-2.405,0.225,6.21,9.5,0.319
INTC,S1,bear_mid_vol,1,0.0,-5.2,-5.2,0.0,5.2,5.0,0.0
INTC,S2,bear_high_vol,23,43.48,-6.28,-0.273,0.879,32.75,6.0,4.218
INTC,S2,bear_mid_vol,6,50.0,14.26,2.377,2.46,5.02,5.7,6.025
INTC,S2,bull_low_vol,49,57.14,11.55,0.236,1.167,18.59,6.9,8.167
INTC,S2,neutral_high_vol,12,58.33,-3.12,-0.26,0.868,14.79,4.4,3.006
INTC,S2,bear_low_vol,1,100.0,3.23,3.23,inf,0.0,2.0,inf
INTC,S2,bull_mid_vol,22,68.18,36.8,1.673,1.873,30.32,7.2,8.784
INTC,S2,neutral_low_vol,1,0.0,-2.19,-2.19,0.0,2.19,11.0,0.0
INTC,S2,bull_high_vol,12,50.0,5.94,0.495,1.349,7.95,7.4,4.674
INTC,S2,neutral_mid_vol,3,100.0,17.09,5.697,inf,0.0,3.3,inf
INTU,S1,bear_high_vol,12,50.0,29.92,2.493,3.248,6.53,11.8,11.251
INTU,S1,bear_mid_vol,2,50.0,-0.74,-0.37,0.651,2.12,7.0,0.921
INTU,S1,bull_low_vol,52,38.46,-5.12,-0.098,0.901,20.1,8.2,6.498
INTU,S1,neutral_mid_vol,4,50.0,1.06,0.265,1.675,0.82,9.2,3.35
INTU,S1,bear_low_vol,1,0.0,-0.11,-0.11,0.0,0.11,4.0,0.0
INTU,S1,neutral_low_vol,1,100.0,0.35,0.35,inf,0.0,3.0,inf
INTU,S1,bull_mid_vol,25,32.0,-18.68,-0.747,0.644,21.98,9.5,3.22
INTU,S1,bull_high_vol,7,42.86,-6.23,-0.89,0.536,11.39,7.9,1.418
INTU,S1,neutral_high_vol,1,100.0,2.86,2.86,inf,0.0,14.0,inf
INTU,S2,bear_high_vol,16,68.75,24.77,1.548,2.207,14.75,4.2,8.828
INTU,S2,bear_mid_vol,6,33.33,0.39,0.065,1.044,7.99,5.3,2.556
INTU,S2,bull_low_vol,32,71.88,-0.94,-0.029,0.984,24.83,7.3,5.569
INTU,S2,neutral_low_vol,1,100.0,2.2,2.2,inf,0.0,10.0,inf
INTU,S2,bull_mid_vol,26,65.38,20.08,0.772,2.074,13.58,5.0,10.574
INTU,S2,neutral_mid_vol,2,100.0,9.62,4.81,inf,0.0,4.0,inf
INTU,S2,bull_high_vol,14,57.14,18.41,1.315,2.474,6.79,4.7,9.257
INTU,S2,neutral_high_vol,8,37.5,-2.46,-0.308,0.811,10.41,4.6,2.294
